Characteristic	Subcharacteristics	Definition	External Practice Source	External Practice Name	External Practice Group	Score Annotator A	Score Annotator B
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Serban	Automate Configuration of Algorithms or Model Structure	Training	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Serban	Continuously Measure Model Quality and Performance	Training	4	4
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Serban	Assess and Manage Subgroup Bias	Training	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Serban	Share Status and Outcomes of Experiments Within the Team	Training	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Serban	Run Automated Regression Tests	Coding	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Serban	Use Continuous Integration	Coding	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Serban	Assure Application Security	Coding	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Serban	Automate Model Deployment	Deployment	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Serban	Enable Shadow Deployment	Deployment	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Serban	Continuously Monitor the Behaviour of Deployed Models	Deployment	4	4
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Serban	Perform Checks to Detect Skew between Models	Deployment	2	2
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Serban	Enable Automatic Roll Backs for Production Models	Deployment	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Serban	Decide Trade-Offs through Defined Team Process	Team	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Serban	Establish Responsible AI Values	Governance	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Serban	Enforce Fairness and Privacy	Governance	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Serban	Inform Users on Machine Learning Usage	Governance	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Serban	Explain Results and Decisions to Users	Governance	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Serban	Have Your Application Audited	Governance	2	2
Comprehensibility	Discoverability	The extent to which an ML system can be found (by means of performing a search in a database or any other information retrieval system).	Serban	Use Sanity Checks for All External Data Sources	Data	0	0
Comprehensibility	Discoverability	The extent to which an ML system can be found (by means of performing a search in a database or any other information retrieval system).	Serban	Check that Input Data is Complete, Balanced and Well Distributed	Data	0	0
Comprehensibility	Discoverability	The extent to which an ML system can be found (by means of performing a search in a database or any other information retrieval system).	Serban	Test for Social Bias in Training Data	Data	0	0
Comprehensibility	Discoverability	The extent to which an ML system can be found (by means of performing a search in a database or any other information retrieval system).	Serban	Write Reusable Scripts for Data Cleaning and Merging	Data	0	0
Comprehensibility	Discoverability	The extent to which an ML system can be found (by means of performing a search in a database or any other information retrieval system).	Serban	Ensure Data Labelling is Performed in a Strictly Controlled Process	Data	0	0
Comprehensibility	Discoverability	The extent to which an ML system can be found (by means of performing a search in a database or any other information retrieval system).	Serban	Prevent Discriminatory Data Attributes Used As Model Features	Data	0	0
Comprehensibility	Discoverability	The extent to which an ML system can be found (by means of performing a search in a database or any other information retrieval system).	Serban	Use Privacy-Preserving Machine Learning Techniques	Data	0	0
Comprehensibility	Discoverability	The extent to which an ML system can be found (by means of performing a search in a database or any other information retrieval system).	Serban	Share a Clearly Defined Training Objective within the Team	Training	0	0
Comprehensibility	Discoverability	The extent to which an ML system can be found (by means of performing a search in a database or any other information retrieval system).	Serban	Capture the Training Objective in a Metric that is Easy to Measure and Understand	Training	0	0
